reward_mode,n_runs,total_return_mean,total_return_std,sharpe_mean,sharpe_std,sortino_mean,sortino_std,max_drawdown_mean,max_drawdown_std,win_rate_mean,win_rate_std,num_trades_mean,num_trades_std
aggressive,15,0.033945260940500425,0.16127371720310252,0.10136502868456251,0.437259227364699,0.14313571300396824,0.5758461115843712,0.07085616015838254,0.08193481772924945,0.0,0.0,0.0,0.0
raw_return,15,0.04551473221222114,0.16066323505021282,0.14942785877764492,0.441839823816666,0.20607362897254572,0.583968456429822,0.07219106516665505,0.0788588169700023,0.0,0.0,0.0,0.0
differential_sharpe,15,0.04367860770291642,0.13761726661979964,0.13216539462027915,0.37962773138722883,0.17787661329622867,0.5068199650044328,0.06309057208809296,0.05644930097999594,0.0,0.0,0.0,0.0
